,link-rumah-href,Judul,Alamat,Kamar Tidur,Kamar Mandi,Harga,Luas Bangunan,Luas Tanah,Listrik,Jenis Interior,Tempat Parkir,Latitude,Longitude,Harga per m^2,Interior_Lengkap,Interior_Multiple options available,Interior_Sebagian,Interior_Tak Berperabot
3505,https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-rasa-villa-nyaman-dan-strategis-oleh-muhammad-irsyad-abdurrahman-19641121,Rumah Siap Huni Rasa Villa Nyaman dan Strategis,"Cimenyan, Bandung Utara, Bandung, Jawa Barat",4,3,1135000000.0,139.0,99.0,1300,Tak Berperabot,2,-6.8791875,107.6680625,1146464.0,0,0,0,1
3506,https://www.rumah.com/listing-properti/dijual-hunian-islami-di-kawasan-terlengkap-dan-strategis-di-soreang-oleh-muhammad-irsyad-abdurrahman-19599362,Hunian Islami di Kawasan Terlengkap dan Strategis di Soreang,"Jalan Panyaungan, Soreang, Bandung, Jawa Barat",2,1,375000000.0,36.0,60.0,1300,Tak Berperabot,1,-7.0621875,107.5471875,625000.0,0,0,0,1
3507,https://www.rumah.com/listing-properti/dijual-cluster-modern-dan-exclusive-di-arcamanik-oleh-muhammad-irsyad-abdurrahman-19640953,Cluster Modern dan Exclusive di Arcamanik,"Jalan Permata Permai XV, Arcamanik, Bandung, Jawa Barat",2,1,569000000.0,42.0,60.0,1300,Tak Berperabot,1,-6.9244375,107.6790625,948333.0,0,0,0,1
3508,https://www.rumah.com/listing-properti/dijual-komp-aria-graha-oleh-h-lutfan-hilmi-se-20914674,Rumah dijual kantor,"Aria graha jalan utama, Bandung Timur, Bandung, Jawa Barat",4,4,5000000000.0,400.0,408.0,3500,Tak Berperabot,4,0.7893,113.9213,1225490.0,0,0,0,1
3509,https://www.rumah.com/listing-properti/dijual-rumah-hitung-tanah-arcamanik-oleh-rian-taufik-ismail-20765536,Rumah hitung tanah cisaranteun arcamanik,"cisaranteun, Arcamanik, Bandung, Jawa Barat",4,1,1100000000.0,100.0,250.0,2200,Tak Berperabot,3,-6.9291188,107.6764994,440000.0,0,0,0,1
3510,https://www.rumah.com/listing-properti/dijual-antapani-oleh-rian-taufik-ismail-20707131,Rumah baru satu lantai full furnish dalam komplek di antapani,"Antapani, Bandung, Jawa Barat",4,3,2300000000.0,210.0,280.0,2200,Tak Berperabot,2,-6.9135245,107.6594029,821428.0,0,0,0,1
3511,https://www.rumah.com/listing-properti/dijual-rumah-murah-puri-dago-antapani-oleh-rian-taufik-ismail-20888564,Rumah siap huni harga menarik di puri dago antapani,"puri dago, Antapani, Bandung, Jawa Barat",3,3,1700000000.0,90.0,143.0,3500,Tak Berperabot,1,-6.9135245,107.6594029,1188811.0,0,0,0,1
3512,https://www.rumah.com/listing-properti/dijual-rumah-hitung-tanah-dekat-riau-junction-oleh-rian-taufik-ismail-20823676,Rumah hitung tanah dekatriau junction,"trunojoyo bahureksa riau, Riau Re Martadinata, Bandung, Jawa Barat",7,4,35000000000.0,900.0,890.0,5500,Multiple options available,1,-6.9060648,107.6188765,3932584.0,0,1,0,0
3513,https://www.rumah.com/listing-properti/dijual-rumah-baru-2-lantai-view-kota-bandung-sindanglaya-oleh-rian-taufik-ismail-20840680,Rumah baru 2 lantai view kota bandung sindanglaya,"Arcamanik, Bandung, Jawa Barat",3,2,494000000.0,66.0,60.0,1300,Tak Berperabot,1,-6.9291188,107.6764994,823333.0,0,0,0,1
3514,https://www.rumah.com/listing-properti/dijual-turun-harga-ru-mah-minimalis-dalam-cluster-di-arcamanik-oleh-rian-taufik-ismail-20766975,Rumah minimalis siap huni di permata permai arcamanik,"permata permai, Arcamanik, Bandung, Jawa Barat",2,1,675000000.0,70.0,112.0,1300,Tak Berperabot,2,-6.9291188,107.6764994,602678.0,0,0,0,1
3515,https://www.rumah.com/listing-properti/dijual-turun-harga-rumah-murah-sayap-sukanagara-antapani-oleh-rian-taufik-ismail-20792274,Rumah belakang griya antapani sayap sukanagara,"Antapani, Bandung, Jawa Barat",5,3,1250000000.0,160.0,180.0,2200,Tak Berperabot,2,-6.9135245,107.6594029,694444.0,0,0,0,1
3516,https://www.rumah.com/listing-properti/dijual-rumah-bagus-harga-menarik-komplek-batununggal-oleh-rian-taufik-ismail-20755212,Rumah bagus harga menarik dalam cluster batununggal,"cluster batununggal, Batununggal, Bandung, Jawa Barat",4,3,2200000000.0,200.0,216.0,2200,Tak Berperabot,1,-6.9317606,107.6431247,1018518.0,0,0,0,1
3517,https://www.rumah.com/listing-properti/dijual-rumah-mewah-pusat-kota-bandung-oleh-rian-taufik-ismail-20749959,Rumah mewah siap huni pusat kota bandung,"jalan dukuh, Riau Re Martadinata, Bandung, Jawa Barat",7,4,11500000000.0,300.0,405.0,2200,Tak Berperabot,4,-6.9060648,107.6188765,2839506.0,0,0,0,1
3519,https://www.rumah.com/listing-properti/dijual-rumah-minimalis-di-puri-dago-mas-oleh-rian-taufik-ismail-20774588,Rumah minimalis di komplek eksklusif puri dago mas antapani,"puri dago mas, Antapani, Bandung, Jawa Barat",2,1,1550000000.0,63.0,152.0,1300,Tak Berperabot,1,-6.9135245,107.6594029,1019736.0,0,0,0,1
3520,https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-pasir-salam-furniture-full-jati-oleh-rian-taufik-ismail-20728665,Rumah full jati di pasir salam bandung,"pasir salam, Bkr Kembar, Bandung, Jawa Barat",5,3,3000000000.0,236.0,360.0,2200,Tak Berperabot,1,-7.090911,107.668887,833333.0,0,0,0,1
3521,https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-cantik-di-komplek-batununggal-oleh-rian-taufik-ismail-20714129,Rumah cantik harga menarik dalam komplek batununggal,"Batununggal, Bandung, Jawa Barat",5,4,2850000000.0,220.0,180.0,4400,Tak Berperabot,3,-6.9317606,107.6431247,1583333.0,0,0,0,1
3522,https://www.rumah.com/listing-properti/dijual-rumah-baru-sisa-3-unit-di-cijambe-ujung-berung-oleh-rian-taufik-ismail-20728496,Rumah baru daerah cijambe ujung berung,"cijambe, Ujung Berung, Bandung, Jawa Barat",2,1,406000000.0,60.0,36.0,1300,Tak Berperabot,1,-6.9060909,107.6911552,1127777.0,0,0,0,1
3523,https://www.rumah.com/listing-properti/dijual-rumah-baru-arcamanik-oleh-rian-taufik-ismail-20774544,Rumah baru siap huni permata elok arcamanik,"permata elok, Arcamanik, Bandung, Jawa Barat",3,2,1200000000.0,95.0,150.0,1300,Tak Berperabot,2,-6.9291188,107.6764994,800000.0,0,0,0,1
3524,https://www.rumah.com/listing-properti/dijual-rumah-rancakendal-oleh-h-lutfan-hilmi-se-20914690,Rumah dijual bandung utara,"Jl rancakendal, Bandung Utara, Bandung, Jawa Barat",4,4,3900000000.0,500.0,350.0,2200,Multiple options available,3,0.7893,113.9213,1114285.0,0,1,0,0
3525,https://www.rumah.com/listing-properti/dijual-gading-regency-oleh-muji-20791129,Gading Regency dkat Aria Graha Margahayu Metro Tata Surya Soekarno,"Jl. Soekarno Hatta, Cileunyi, Bandung, Cileunyi, Bandung, Jawa Barat",4,3,2699999900.0,200.0,306.0,2200,Multiple options available,4,-6.93713,107.689639,882352.0,0,1,0,0
3526,https://www.rumah.com/listing-properti/dijual-rumah-villa-dijual-oleh-h-lutfan-hilmi-se-20914695,Rumah dijual,"Jl pasir kunci taman wisata, Bandung Timur, Bandung, Jawa Barat",3,5,10400000000.0,400.0,12200.0,2200,Tak Berperabot,10,0.7893,113.9213,85245.0,0,0,0,1
3527,https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-di-prv-gegerkalong-lingkungan-tenang-oleh-yusup-19526826,Rumah siap huni di prv gegerkalong lingkungan tenang udara sejuk.,"Gegerkalong hilir, Geger Kalong, Bandung, Jawa Barat",4,5,5250000000.0,300.0,600.0,3500,Multiple options available,2,0.7893,113.9213,875000.0,0,1,0,0
3529,https://www.rumah.com/listing-properti/dijual-rumah-full-furnished-di-bandung-utara-surya-sumantri-oleh-yusup-18433612,Rumah minimalis fully furnished di dlm cluster di drh surya sumantri,"Suryasumantri, Surya Sumantri, Bandung, Jawa Barat",4,3,7500000000.0,460.0,372.0,7700,Lengkap,4,0.7893,113.9213,2016129.0,1,0,0,0
3530,https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-margahayu-raya-oleh-yusup-19118974,Dijual rumah di margahayu raya merkuri lingkungan tenang dkt ke grya,"Merkuri, Margahayu, Bandung, Jawa Barat",3,2,1250000000.0,135.0,156.0,2200,,0,0.7893,113.9213,801282.0,0,0,0,0
3531,https://www.rumah.com/listing-properti/dijual-dijual-rumah-siap-huni-di-sentosa-asih-margahayu-raya-oleh-yusup-19118971,Dijual rumah di sentosa asih margahayu raya dekat ke rs al islam,"Sentosa asih, Margahayu, Bandung, Jawa Barat",7,3,1500000000.0,200.0,160.0,2200,Multiple options available,1,0.7893,113.9213,937500.0,0,1,0,0
3532,https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-pusat-kota-dkt-kantor-gubernuran-oleh-yusup-19373923,Dijual rumah lokasi strategis di drh cicendo ccok untuk kantor,"Kebun sirih, Cicendo, Bandung, Jawa Barat",5,3,7000000000.0,300.0,310.0,3500,Tak Berperabot,1,0.7893,113.9213,2258064.0,0,0,0,1
3534,https://www.rumah.com/listing-properti/dijual-rumah-di-cigadung-udara-sejuk-lingkungan-tenang-oleh-yusup-18211755,Rumah di cigadung lingkungan tenang udara sejuk,"Cigadung, Bandung Utara, Bandung, Jawa Barat",3,2,5950000000.0,200.0,518.0,2200,Multiple options available,2,0.7893,113.9213,1148648.0,0,1,0,0
3535,https://www.rumah.com/listing-properti/dijual-dijual-rumah-area-sarijadi-posisi-hook-dkt-tol-pasteur-oleh-susan-ariyani-20914716,Dijual rumah di sarijadi Posisi hook,"Sarijadi, Bandung, Jawa Barat",6,3,2300000000.0,250.0,118.0,2200,,0,-6.8766315,107.5786238,1949152.0,0,0,0,0
3536,https://www.rumah.com/listing-properti/dijual-resor-dago-pakar-oleh-wenny-tan-19930559,"Dijual rumah asri,balkon view Bandung di setiap kamar & ruang keluarga","Jl. Raya Golf Dago, Dago, Bandung, Coblong, Bandung, Jawa Barat",6,8,15500000000.0,1000.0,1160.0,5500,Sebagian,5,-6.88575,107.613704,1336206.0,0,0,1,0
3537,https://www.rumah.com/listing-properti/dijual-permata-bumi-arcamanik-bawah-oleh-sutikno-20914738,Rumah baru di Arcamanik kota dekat antapani,"Permata inten II, Arcamanik, Bandung, Jawa Barat",2,1,580000000.0,36.0,70.0,1300,Multiple options available,1,0.7893,113.9213,828571.0,0,1,0,0
3538,https://www.rumah.com/listing-properti/dijual-rumah-baru-2-lantai-di-turangga-buah-batu-siap-huni-lingkungan-oke-oleh-willy-20374254,"Rumah Baru 2 Lantai di Turangga, Buah Batu, Siap Huni, Lingkungan Oke","Jalan Turangga, Turangga, Bandung, Jawa Barat",5,4,2650000000.0,200.0,145.0,2200,Tak Berperabot,2,-6.9390744,107.6289307,1827586.0,0,0,0,1
3539,https://www.rumah.com/listing-properti/dijual-rumah-sangat-mewah-dan-nyaman-di-geger-kalong-bandung-utara-ada-kolam-renang-oleh-willy-17756344,"Rumah Sangat Mewah dan Nyaman di Geger Kalong, Ada Kolam Renang","Geger Kalong Bandung, Geger Kalong, Bandung, Jawa Barat",5,4,5900000000.0,315.0,450.0,6600,Tak Berperabot,3,-6.8660066,107.5875009,1311111.0,0,0,0,1
3540,https://www.rumah.com/listing-properti/dijual-rumah-bagus-2-lantai-siap-huni-di-buah-batu-unfurnished-oleh-willy-20378367,"Rumah Bagus 2 Lantai, Siap Huni, Di Buah Batu, Unfurnished","Buah Batu, Buahbatu, Bandung, Jawa Barat",4,3,87000000.0,200.0,120.0,2200,Tak Berperabot,1,-6.9557189,107.6542139,72500.0,0,0,0,1
3544,https://www.rumah.com/listing-properti/dijual-rumah-baru-2-lantai-modern-lux-lokasi-pusat-kota-buah-batu-oleh-willy-20388975,"Rumah Baru 2 Lantai, Modern Lux, Lokasi Pusat Kota, Buah Batu","Jalan Buah Batu, Buahbatu, Bandung, Jawa Barat",4,3,2400000000.0,180.0,115.0,2200,Tak Berperabot,2,-6.9557189,107.6542139,2086956.0,0,0,0,1
3546,https://www.rumah.com/listing-properti/dijual-turun-harga-hotel-rumah-kost-aktif-di-jalan-logam-buah-batu-oleh-willy-20389970,"Turun Harga! Hotel / Rumah Kost Aktif di Jalan Logam, Buah Batu","Jalan Logam, Buah Batu, Buahbatu, Bandung, Jawa Barat",10,10,23000000000.0,1700.0,1000.0,4400,Lengkap,10,-6.9557189,107.6542139,2300000.0,1,0,0,0
3547,https://www.rumah.com/listing-properti/dijual-pratista-taman-sakura-oleh-irene-cahyani-20897882,Dijual Rumah Luxury Taman Sakura,"Jl. Terusan Pasirkoja, Bandung, Astanaanyar, Bandung, Jawa Barat",5,5,11000000000.0,550.0,600.0,5500,Lengkap,2,-6.926106,107.587222,1833333.0,1,0,0,0
3548,https://www.rumah.com/listing-properti/dijual-dijual-rumah-pusat-kota-di-lengkong-bandung-oleh-irene-cahyani-20897846,Dijual Rumah Ex Salon di Sayap Karapitan,"Lengkong, Bandung, Jawa Barat",5,5,4000000000.0,280.0,145.0,4400,Tak Berperabot,2,-6.9267638,107.6141336,2758620.0,0,0,0,1
3549,https://www.rumah.com/listing-properti/dijual-dijual-rumah-baru-di-lengkong-bandung-tengah-oleh-irene-cahyani-20127780,"Dijual Rumah Baru, di Lengkong, Bandung Tengah","Lengkong, Lengkong, Bandung, Jawa Barat",5,5,8250000000.0,465.0,311.0,2200,Multiple options available,2,-6.9267638,107.6141336,2652733.0,0,1,0,0
3550,https://www.rumah.com/listing-properti/dijual-kota-baru-parahyangan-oleh-irene-cahyani-20789784,Rumah Cantik Luxury,"6 Jalan Panyawangan Kav 6-B, Kota Baru Parahyangan, Bandung, Jawa Barat",5,5,4500000000.0,300.0,225.0,3500,Tak Berperabot,4,-6.860389,107.482277,2000000.0,0,0,0,1
3554,https://www.rumah.com/listing-properti/dijual-dijual-rumah-cantik-di-sayap-lengkong-besar-oleh-irene-cahyani-20465213,Rumah Sayap Lengkong Besar,"Pungkul, Lengkong, Bandung, Jawa Barat",5,3,5000000000.0,450.0,333.0,4400,Tak Berperabot,6,-6.9267638,107.6141336,1501501.0,0,0,0,1
3555,https://www.rumah.com/listing-properti/dijual-jual-rumah-mewah-setraduta-mainroad-oleh-irene-cahyani-20052545,Jual Rumah Mewah Setraduta Mainroad,"Setra Duta, Setra Duta, Bandung, Jawa Barat",5,5,9250000000.0,550.0,375.0,3500,Multiple options available,4,-6.8785349,107.5714934,2466666.0,0,1,0,0
3556,https://www.rumah.com/listing-properti/dijual-batununggal-indah-oleh-irene-cahyani-20789855,Dijual Rumah Cantik Batununggal Indah,". Jl Soekarno Hatta, Dayeuh Kolot, Bandung, Dayeuhkolot, Bandung, Jawa Barat",3,3,1950000000.0,120.0,91.0,2200,Tak Berperabot,2,-6.954013,107.627417,2142857.0,0,0,0,1
3557,https://www.rumah.com/listing-properti/dijual-singgasana-pradana-oleh-irene-cahyani-17859099,Dijual rumah di cluster eksklusif singgasana,". Jl. Moh. Toha, Mekar Wangi Bandung, Mekar Wangi, Bandung, Jawa Barat",5,4,13000000000.0,450.0,400.0,5500,Tak Berperabot,2,-6.952859,107.598067,3250000.0,0,0,0,1
3558,https://www.rumah.com/listing-properti/dijual-mekar-wangi-oleh-irene-cahyani-20804395,Dijual Rumah Luxury di Mekar Wangi Bandung,". Jl Mekar Kencana, Mekar Wangi, Bojongloa Kidul, Mekar Wangi, Bandung, Jawa Barat",7,5,8000000000.0,500.0,448.0,3500,Tak Berperabot,2,-6.9525,107.603056,1785714.0,0,0,0,1
3559,https://www.rumah.com/listing-properti/dijual-singgasana-pradana-oleh-irene-cahyani-19805142,Dijual rumah mewah lux di singgasana semi furnished,". Jl. Moh. Toha, Mekar Wangi Bandung, Mekar Wangi, Bandung, Jawa Barat",6,6,15500000000.0,1000.0,450.0,10600,Sebagian,6,-6.952859,107.598067,3444444.0,0,0,1,0
3560,https://www.rumah.com/listing-properti/dijual-mekar-wangi-oleh-irene-cahyani-20150601,Dijual Rumah di Cluster Mekarwangi,". Jl Mekar Kencana, Mekar Wangi, Bojongloa Kidul, Mekar Wangi, Bandung, Jawa Barat",4,4,2450000000.0,170.0,120.0,2200,Multiple options available,1,-6.9525,107.603056,2041666.0,0,1,0,0
3562,https://www.rumah.com/listing-properti/dijual-kota-baru-parahyangan-oleh-irene-cahyani-20652028,Dijual Rumah Minimalis Modern di Banyak Sumba Kota Baru Parahyangan,"6 Jalan Panyawangan Kav 6-B, Kota Baru Parahyangan, Bandung, Jawa Barat",2,1,1170000000.0,60.0,72.0,2200,Lengkap,1,-6.860389,107.482277,1625000.0,1,0,0,0
3563,https://www.rumah.com/listing-properti/dijual-mekar-wangi-oleh-irene-cahyani-20563950,Dijual Rumah Baru Minimalis di Mekar Wangi Bandung,". Jl Mekar Kencana, Mekar Wangi, Bojongloa Kidul, Mekar Wangi, Bandung, Jawa Barat",5,5,3400000000.0,210.0,157.0,3500,Tak Berperabot,2,-6.9525,107.603056,2165605.0,0,0,0,1
3565,https://www.rumah.com/listing-properti/dijual-singgasana-pradana-oleh-irene-cahyani-18824775,Rumah lux minimalis disinggasana pradana perumahan elite bandung,". Jl. Moh. Toha, Mekar Wangi Bandung, Mekar Wangi, Bandung, Jawa Barat",4,4,4250000000.0,300.0,200.0,4400,Tak Berperabot,1,-6.952859,107.598067,2125000.0,0,0,0,1
3566,https://www.rumah.com/listing-properti/dijual-batununggal-indah-oleh-irene-cahyani-20622376,Dijual Rumah Cantik Luxury di Batununggal Indah Bandung,". Jl Soekarno Hatta, Dayeuh Kolot, Bandung, Dayeuhkolot, Bandung, Jawa Barat",5,4,7800000000.0,450.0,400.0,4400,Sebagian,2,-6.954013,107.627417,1950000.0,0,0,1,0
3568,https://www.rumah.com/listing-properti/dijual-singgasana-pradana-oleh-irene-cahyani-20574887,Dijual Rumah Luxury di Singgasana Pradana Bandung,". Jl. Moh. Toha, Mekar Wangi Bandung, Mekar Wangi, Bandung, Jawa Barat",5,4,3600000000.0,203.0,148.0,3500,Sebagian,2,-6.952859,107.598067,2432432.0,0,0,1,0
3569,https://www.rumah.com/listing-properti/dijual-mekar-wangi-oleh-irene-cahyani-20815445,Dijual Rumah Minimalis Mekar Wangi,". Jl Mekar Kencana, Mekar Wangi, Bojongloa Kidul, Mekar Wangi, Bandung, Jawa Barat",4,3,3700000000.0,265.0,200.0,3500,Tak Berperabot,2,-6.9525,107.603056,1850000.0,0,0,0,1
3571,https://www.rumah.com/listing-properti/dijual-rumah-baru-di-mekar-raharja-mekar-wangi-bandung-oleh-irene-cahyani-16992020,"Dijual rumah jalan mekar raharja, mekar wangi bandung 2M an","Mekar rahardja, Mekar Wangi, Bandung, Jawa Barat",5,4,2650000000.0,165.0,125.0,2200,Tak Berperabot,2,-6.955656,107.608204,2120000.0,0,0,0,1
3572,https://www.rumah.com/listing-properti/dijual-dijual-rumah-baru-di-setra-duta-d-grande-corner-berkeley-bandung-oleh-irene-cahyani-20606547,Dijual Rumah Baru di Setra Duta D Grande Corner Berkeley Bandung,"Setra Duta, Setra Duta, Bandung, Jawa Barat",4,4,2450000000.0,176.0,80.0,3500,Tak Berperabot,2,-6.8785347,107.5714916,3062500.0,0,0,0,1
3574,https://www.rumah.com/listing-properti/dijual-singgasana-pradana-oleh-irene-cahyani-18054634,Dijual Rumah lux cluster favorit singgasana,". Jl. Moh. Toha, Mekar Wangi Bandung, Mekar Wangi, Bandung, Jawa Barat",4,4,3400000000.0,178.0,157.0,2200,Tak Berperabot,2,-6.952859,107.598067,2165605.0,0,0,0,1
3576,https://www.rumah.com/listing-properti/dijual-rumah-asri-2lt-di-pondok-hijau-setiabudi-bandung-utara-oleh-adang-19950789,Rumah Asri 2 Lt di Pondok Hijau Setiabudi Bandung Utara,"Pondok Hijau Setiabudi, Setiabudi, Bandung, Jawa Barat",4,3,2250000000.0,180.0,145.0,2200,Sebagian,2,-6.8623557,107.5962293,1551724.0,0,0,1,0
3577,https://www.rumah.com/listing-properti/dijual-cikutra-oleh-deni-irawan-st-19075799,"Turun Harga Rumah tinggal, usaha maupun kantor di Cikutra dago bandung","Cikutra Raya, Dago, Bandung, Jawa Barat",5,4,3200000000.0,260.0,170.0,2200,Sebagian,2,0.7893,113.9213,1882352.0,0,0,1,0
3578,https://www.rumah.com/listing-properti/dijual-rumah-bagus-di-pasirimpun-arcamanik-oleh-dade-nurdin-19984006,Rumah bagus di pasirimpun,"Jl.pasirimpun,mandalajati,arcamanik, Arcamanik, Bandung, Jawa Barat",3,2,1699000000.0,245.0,116.0,2200,Sebagian,2,0.7893,113.9213,1464655.0,0,0,1,0
3579,https://www.rumah.com/listing-properti/dijual-one-stop-banget-nih-langsung-ketemu-yang-bikin-hati-nyaman-rumah-di-arcamanik-bandung-kota-oleh-judho-sulindra-20914816,Langsung Ketemu Yang Bikin Hati Nyaman Rumah Di Arcamanik Bandung Kota,"Arcamanik, Arcamanik, Bandung, Jawa Barat",4,3,1400000000.0,160.0,84.0,3500,Lengkap,1,-6.9291188,107.6764994,1666666.0,1,0,0,0
3580,https://www.rumah.com/listing-properti/dijual-rumah-murahh-di-pasirimpun-arcamanik-oleh-dade-nurdin-20693082,Rumah murahh di pasirimpun Arcamanik,"Jl.pasirimpun , Sukamiskin, Arcamanik, Arcamanik, Bandung, Jawa Barat",2,2,430000000.0,100.0,75.0,1300,Multiple options available,1,0.7893,113.9213,573333.0,0,1,0,0
3581,https://www.rumah.com/listing-properti/dijual-dago-resort-bandung-utara-oleh-ruby-20913750,Rumah siap huni dago resort bandung utara,"DAGO BANDUNG, Dago, Bandung, Jawa Barat",5,4,7500000000.0,450.0,450.0,4400,Multiple options available,2,-6.8772577,107.6174119,1666666.0,0,1,0,0
3582,https://www.rumah.com/listing-properti/dijual-alamanda-tubagus-ismail-bandung-utara-oleh-ruby-19422595,Rumah dan kost di alamanda tubagus ismail dago bandung utara,"TUBAGUS ISMAIL BANDUNG, Dago, Bandung, Jawa Barat",10,10,6900000000.0,500.0,416.0,3500,Multiple options available,4,-6.8772577,107.6174119,1658653.0,0,1,0,0
3583,https://www.rumah.com/listing-properti/dijual-jalan-sayap-riau-bandung-oleh-ruby-17398082,Di jual rumah di sayap riau bandung kota,"JALAN MARTADINATA BANDUNG, Lengkong, Bandung, Jawa Barat",10,3,11800000000.0,265.0,390.0,6600,Multiple options available,3,-6.9309616,107.6224602,3025641.0,0,1,0,0
3584,https://www.rumah.com/listing-properti/dijual-dago-resort-bandung-utara-oleh-ruby-17833247,Di jual rumah full furnish di dago resort bandung utara,"DAGO RESORT BANDUNG, Dago, Bandung, Jawa Barat",4,4,9500000000.0,408.0,708.0,5500,Lengkap,2,-6.8772577,107.6174119,1341807.0,1,0,0,0
3586,https://www.rumah.com/listing-properti/dijual-antapani-bandung-timur-oleh-ruby-20856543,Rumah di antapani bandung timur,"SETRA DAGO BANDUNG, Antapani, Bandung, Jawa Barat",3,5,2700000000.0,180.0,225.0,7700,Multiple options available,3,-6.9135245,107.6594029,1200000.0,0,1,0,0
3587,https://www.rumah.com/listing-properti/dijual-dago-resort-bandung-utara-oleh-ruby-20169811,Rumah siap huni di dago resort bandung utara,"DAGO BANDUNG, Dago, Bandung, Jawa Barat",5,4,3900000000.0,260.0,352.0,2200,Multiple options available,2,-6.8772577,107.6174119,1107954.0,0,1,0,0
3588,https://www.rumah.com/listing-properti/dijual-cijagra-2-oleh-nurul-prakoso-20906699,Kosan Aktif di Pusat Kota Bandung,". Jl. Buahbatu, Cijagra, Lengkong, Bandung, Jawa Barat",10,5,9000000000.0,282.0,683.0,2200,Multiple options available,8,-6.945861,107.631362,1317716.0,0,1,0,0
3589,https://www.rumah.com/listing-properti/dijual-summarecon-bandung-oleh-elly-20309353,Dijual rumah siap pakai lokasi summarecon bandung,"Gedebage, Gedebage, Bandung, Jawa Barat",2,2,1300000000.0,60.0,66.0,2200,Sebagian,1,0.7893,113.9213,1969697.0,0,0,1,0
3590,https://www.rumah.com/listing-properti/dijual-semangat-nabung-biar-bisa-beli-rumah-harga-oke-di-arcamanik-bandung-kota-oleh-judho-sulindra-20914850,Semangat Nabung Biar Bisa Beli Rumah Harga Oke Di Arcamanik Bandung,"Arcamanik, Arcamanik, Bandung, Jawa Barat",4,2,850000000.0,141.0,92.0,2200,Sebagian,1,-6.9291188,107.6764994,923913.0,0,0,1,0
3591,https://www.rumah.com/listing-properti/dijual-di-jual-rumah-konsep-vila-jalan-cibengang-dago-atas-ciburial-cimenyan-oleh-yoga-yogaswara-20245621,Di jual rumah konsep vila jalan cibengang Dago atas Ciburial cimenyan,"Jalan cibengang Dago atas Ciburial cimenyan, Cimenyan, Bandung, Jawa Barat",7,4,3000000000.0,187.0,244.0,1300,Multiple options available,2,0.7893,113.9213,1229508.0,0,1,0,0
3592,https://www.rumah.com/listing-properti/dijual-cluster-baru-the-heuvel-pasir-luhur-padasuka-oleh-yoga-yogaswara-20861292,Rumah baru indent cluster the heuvel pasir luhur padasuka,"Jalan Padasuka pasir luhur, Cimenyan, Bandung, Jawa Barat",2,2,645000000.0,60.0,72.0,1300,Multiple options available,1,0.7893,113.9213,895833.0,0,1,0,0
3593,https://www.rumah.com/listing-properti/dijual-di-jual-rumah-margahayu-raya-buah-batu-soekarno-hatta-oleh-yoga-yogaswara-20583743,Rumah Margahayu raya metro buah batu bandung,"Jalan neptunus timur Margahayu raya, Buahbatu, Bandung, Jawa Barat",3,2,980000000.0,100.0,120.0,1300,Multiple options available,1,0.7893,113.9213,816666.0,0,1,0,0
3594,https://www.rumah.com/listing-properti/dijual-rumah-daerah-strategis-dalam-komplek-jalan-sapta-taruna-buah-batu-oleh-yoga-yogaswara-20861318,Rumah daerah strategis dalam komplek jalan Sapta buah batu,"Jalan Sapta taruna buah batu, Buahbatu, Bandung, Jawa Barat",3,2,1100000000.0,85.0,105.0,1300,Multiple options available,2,0.7893,113.9213,1047619.0,0,1,0,0
3595,https://www.rumah.com/listing-properti/dijual-rumah-strategis-daerah-turangga-jalan-kinanti-bandung-oleh-yoga-yogaswara-20281572,Rumah mewah strategis daerah Turangga jalan Kinanti bandung,"Jalan Kinanti Turangga bandung, Turangga, Bandung, Jawa Barat",7,5,7000000000.0,550.0,363.0,5500,Multiple options available,2,0.7893,113.9213,1928374.0,0,1,0,0
3598,https://www.rumah.com/listing-properti/dijual-rumah-di-jual-di-bandung-timur-termurah-2-lantai-hanya-500-jutaan-oleh-ato-20914878,Lokasi dekat kawasan jatinangor,"jl bkkbn cimekar cileunyi bandung, Bandung Timur, Bandung, Jawa Barat",3,2,529000000.0,58.0,66.0,2200,Tak Berperabot,1,-6.9309375,107.7471875,801515.0,0,0,0,1
3599,https://www.rumah.com/listing-properti/dijual-rumah-mewah-harga-murah-minimalis-modern-view-bandung-oleh-ato-20897644,Lokasi dekat kampus kampus jatinangor,"jl bkkbn cimekar cileunyi bandung, Bandung Timur, Bandung, Jawa Barat",3,2,549000000.0,58.0,78.0,2200,Tak Berperabot,1,-6.9309375,107.7471875,703846.0,0,0,0,1
3600,https://www.rumah.com/listing-properti/dijual-rumah-minimalis-modern-view-bandung-bebas-banjir-oleh-ato-20881528,Lokasi dekat jatinangor,"jl bkkbn cimekar cileunyi bandung, Bandung Timur, Bandung, Jawa Barat",3,2,519000000.0,58.0,66.0,2200,Tak Berperabot,1,-6.9309375,107.7471875,786363.0,0,0,0,1
